script_id,imdb_id,character_from_script,closest_character_name_from_imdb_match,closest_imdb_character_id
48,tt0069945,powell,commander powell,nm0766847
48,tt0069945,talby,talby,nm0656607
49,tt0099817,darren,warren,nm0027402
50,tt0165710,amanda,amanda finch,nm0000238
50,tt0165710,bartender,bartender,nm0073683
50,tt0165710,beth,beth,nm0001491
50,tt0165710,christine,christine,nm0005169
50,tt0165710,hawk,hawk,nm0000411
50,tt0165710,jam,jam,nm0403134
50,tt0165710,kenny,kenny,nm0779997
50,tt0165710,lex,lex,nm0004709
50,tt0165710,little kid,little kid,nm0427796
50,tt0165710,man with coat,man with coat,nm0167259
50,tt0165710,mrs. bruce,mrs. bruce,nm0005417
50,tt0165710,priest,priest,nm0306883
50,tt0165710,scalper,scalper,nm0385076
50,tt0165710,simple simon's voice,simple simon,nm0809728
50,tt0165710,trip,trip,nm0004867
51,tt0246578,david,david,nm0495358
51,tt0246578,donnie,donnie darko,nm0350453
51,tt0246578,dr. monnitoff,dr. fisher,nm0851833
51,tt0246578,eddie,eddie darko,nm0651660
51,tt0246578,elizabeth,elizabeth darko,nm0350454
51,tt0246578,frank,frank,nm0001166
51,tt0246578,gretchen,gretchen ross,nm0540441
51,tt0246578,jim cunningham,jim cunningham,nm0000664
51,tt0246578,leroy,leroy,nm0915901
51,tt0246578,ms. farmer,kitty farmer,nm0335275
51,tt0246578,ms. pomeroy,karen pomeroy,nm0000106
51,tt0246578,principal cole,principal cole,nm0603655
51,tt0246578,ronald,ronald fisher,nm0832187
51,tt0246578,rose,rose darko,nm0001521
51,tt0246578,samantha,samantha darko,nm0153738
51,tt0246578,sean,sean smith,nm0973446
51,tt0246578,seth,seth devlin,nm0339233
52,tt0157503,amber,amber atkins,nm0000379
52,tt0157503,annette,annette atkins,nm0000289
52,tt0157503,becky,rebecca 'becky' ann leeman,nm0000612
52,tt0157503,brett,brett clemmens,nm0308733
52,tt0157503,colleen,"colleen douglas, state pagent",nm0004887
52,tt0157503,documentarian,documentarian,nm0502073
52,tt0157503,fry girl #1,fry girl,nm1655858
52,tt0157503,gladys,gladys leeman,nm0000263
52,tt0157503,hank,hank vilmes,nm0766005
52,tt0157503,harold,"harold vilmes, judge #2",nm0574540
52,tt0157503,iris,iris clark,nm0827565
52,tt0157503,leslie,leslie miller,nm0010736
52,tt0157503,lester,lester leeman,nm0573481
52,tt0157503,lisa,lisa swenson,nm0005261
52,tt0157503,loretta,loretta,nm0005049
52,tt0157503,mr. howard,mr. howard,nm0621458
52,tt0157503,pregnant fry girl,pregnant fry girl,nm0241539
52,tt0157503,terry,"terry macy, state pagent",nm0300752
52,tt0157503,tina,tina,nm0559433
53,tt0023969,groucho,,nm2580347
53,tt0023969,mrs. teasdale,mrs. teasdale,nm0241669
53,tt0023969,trentino,trentino,nm0129894
54,tt0080678,boy,bytes' boy,nm0002077
54,tt0080678,bytes,bytes,nm0428086
54,tt0080678,carr,carr gomm,nm0000024
54,tt0080678,fox,fox,nm0822062
54,tt0080678,kath,nurse kathleen,nm0176810
54,tt0080678,kendal,mrs. kendal,nm0000843
54,tt0080678,merrick,john merrick,nm0000457
54,tt0080678,mothershead,mothershead,nm0384908
54,tt0080678,night porter,night porter,nm0255573
54,tt0080678,nora,nora,nm0242459
54,tt0080678,plumed dwarf,plumed dwarf,nm0048652
54,tt0080678,treves,frederick treves,nm0000164
55,tt0097289,aud,princess aud,nm0835916
55,tt0097289,erik,erik,nm0000209
55,tt0097289,freya,freya,nm0457755
55,tt0097289,girl,leif's pregnant girlfriend,nm0429204
55,tt0097289,grandfather,erik's grandfather,nm0001682
55,tt0097289,harald,harald the missionary,nm0428086
55,tt0097289,helga,helga,nm0094039
55,tt0097289,ivar,ivar the boneless,nm0329947
55,tt0097289,keitel,keitel blacksmith,nm0128328
55,tt0097289,king arnulf,king arnulf,nm0001402
55,tt0097289,leif,leif the lucky,nm0801043
55,tt0097289,loki,loki,nm0792029
55,tt0097289,odin,odin,nm0263224
55,tt0097289,snorri,snorri the miserable,nm0771633
55,tt0097289,sven's dad,sven's dad,nm0571650
55,tt0097289,thorfinn,thorfinn skullsplitter,nm0725956
55,tt0097289,thorfinn's mum,thorfinn's mum,nm0565195
56,tt0338013,carrie,carrie,nm0011038
56,tt0338013,clementine,clementine kruczynski,nm0000701
56,tt0338013,joel,joel barish,nm0000120
56,tt0338013,mary,mary,nm0000379
56,tt0338013,mierzwiak,dr. mierzwiak,nm0929489
56,tt0338013,patrick,patrick,nm0000704
56,tt0338013,stan,stan,nm0749263
57,tt0106834,chink,the chink,nm0001552
57,tt0106834,howard,howard barth,nm0000417
57,tt0106834,jelly,bonanza jellybean,nm0681095
57,tt0106834,julian,julian gitche,nm0000206
57,tt0106834,man,cameraman,nm0263293
57,tt0106834,sissy,sissy hankshaw,nm0000235
57,tt0106834,the countess,the countess,nm0000457
58,tt0119081,cooper,cooper,nm0429114
58,tt0119081,dj,d.j.,nm0005042
58,tt0119081,justin,justin,nm0005276
58,tt0119081,miller,captain miller,nm0000401
58,tt0119081,peters,"peters, med tech",nm0000599
58,tt0119081,smith,smith,nm0675730
58,tt0119081,starck,lt. starck,nm0000613
58,tt0119081,weir,dr. william weir,nm0000554
59,tt0120667,alicia,alicia masters,nm0913488
59,tt0120667,ben,ben grimm,nm0004821
59,tt0120667,debbie,debbie mcilvane,nm0390229
59,tt0120667,doctor,compound doctor,nm0014803
59,tt0120667,johnny,johnny storm,nm0262635
59,tt0120667,leonard,leonard,nm0512934
59,tt0120667,reed,reed richards,nm0344435
59,tt0120667,sexy nurse,sexy nurse,nm1172764
59,tt0120667,sue,sue storm,nm0004695
59,tt0120667,victor,victor von doom,nm0573037
60,tt0083929,arnold,arnold,nm0861093
60,tt0083929,brad,brad hamilton,nm0001662
60,tt0083929,businessman,businessman,nm0205479
60,tt0083929,curtis,curtis spicoli,nm0107370
60,tt0083929,damone,mike damone,nm0001680
60,tt0083929,dennis,dennis taylor,nm3101224
60,tt0083929,girl,beautiful girl in car,nm0933896
60,tt0083929,linda,linda barrett,nm0000121
60,tt0083929,lisa,lisa,nm0944143
60,tt0083929,mr. hand,mr. hand,nm0001827
60,tt0083929,ron,ron johnson,nm0113325
60,tt0083929,spicoli,jeff spicoli,nm0000576
60,tt0083929,stacy,stacy hamilton,nm0000492
60,tt0083929,the rat,mark 'rat' ratner,nm0045637
60,tt0083929,waitress,perry's pizza waitress,nm0642312
61,tt0120669,clerk,desk clerk at mint hotel,nm0001340
61,tt0120669,da,lacerda,nm0081572
61,tt0120669,duke,raoul duke,nm0000136
61,tt0120669,gonzo,dr gonzo,nm0001125
61,tt0120669,highway patrolman,highway patrolman,nm0000997
61,tt0120669,hitchhiker,hitchhiker,nm0001497
61,tt0120669,maid,alice the maid,nm0001280
62,tt0426459,bartender,bartender,nm0347656
62,tt0426459,beer guy,beer guy,nm0295103
62,tt0426459,boss man,boss man,nm0924261
62,tt0426459,bozo,bozo,nm0001267
62,tt0426459,heroine,heroine,nm0712550
62,tt0426459,tuffy,tuffy,nm0020739
63,tt0083967,barnes,bob barnes,nm0727051
63,tt0083967,bebe,mr. bebe,nm0723590
63,tt0083967,clifford,clifford odets,nm0218810
63,tt0083967,clurman,harold clurman,nm0153366
63,tt0083967,cop,motorcycle cop,nm0947010
63,tt0083967,dick,dick steele,nm0672214
63,tt0083967,doctor,doctor,nm1093967
63,tt0083967,doyle,dr. doyle,nm0661416
63,tt0083967,drama teacher,drama teacher,nm0780428
63,tt0083967,edwards,ralph edwards,nm0185838
63,tt0083967,ernest,ernest farmer,nm0122576
63,tt0083967,fire chief,firechief,nm0935370
63,tt0083967,frances,frances farmer,nm0001448
63,tt0083967,harry,harry york,nm0001731
63,tt0083967,hitchhiker,hitchhiker,nm0052186
63,tt0083967,judge,sentencing judge,nm0170314
63,tt0083967,judge hillier's wife,judge hillier,nm0439170
63,tt0083967,kaminski,martoni kaminski,nm0683560
63,tt0083967,lawyer,studio lawyer,nm0775462
63,tt0083967,lillian,lillian farmer,nm0822535
63,tt0083967,older nurse,nurse,nm0846834
63,tt0083967,sergeant,desk sergeant,nm0110385
63,tt0083967,symington,dr. symington,nm0809031
64,tt0021884,creature,the monster,nm0000472
64,tt0021884,elizabeth,elizabeth,nm0164883
64,tt0021884,henry,henry frankenstein,nm0166972
64,tt0021884,victor,victor moritz,nm0092900
64,tt0021884,waldman,doctor waldman,nm0888000
66,tt0116367,border guard,border guard,nm0001507
66,tt0116367,jacob,jacob fuller,nm0000172
66,tt0116367,kate,kate fuller,nm0000496
66,tt0116367,kelly houge,newscaster kelly houge,nm0000593
66,tt0116367,mcgraw,texas ranger earl mcgraw,nm0662981
66,tt0116367,pete,"pete bottoms, liquor store clerk",nm0370035
66,tt0116367,razor charlie,razor charlie,nm0001803
66,tt0116367,richard,richard gecko,nm0000233
66,tt0116367,scott,scott fuller,nm0514918
66,tt0116367,seth,seth gecko,nm0000123
66,tt0116367,stanley chase,fbi agent stanley chase,nm0768334
67,tt0119173,blondell,blondell,nm0421087
67,tt0119173,c.o.,cortez,nm0883008
67,tt0119173,dehaven,lillian dehaven,nm0000843
67,tt0119173,dehaven's aide,dehaven's aide,nm0954529
67,tt0119173,flag officer #1,flag officer,nm0923821
67,tt0119173,flea,flea,nm0005020
67,tt0119173,hayes,theodore hayes,nm0901926
67,tt0119173,instructor johns,instructor johns,nm0913175
67,tt0119173,instructor pyro,instructor pyro,nm0300824
67,tt0119173,jordan,jordan o'neill,nm0000193
67,tt0119173,mccool,mccool,nm0004820
67,tt0119173,royce,royce,nm0000892
67,tt0119173,the chief,master chief john james urgayle,nm0001557
67,tt0119173,wickwire,wickwire,nm0005089
68,tt0120685,animal,victor 'animal' palotti,nm0000279
68,tt0120685,audrey,audrey timmonds,nm0001623
68,tt0120685,caiman,charles caiman,nm0733427
68,tt0120685,elsie,dr. elsie chapman,nm0507852
68,tt0120685,jean-claude,jean-claude,nm0074468
68,tt0120685,lt. anderson,lt. anderson,nm0498284
68,tt0120685,lucy,lucy palotti,nm0275890
68,tt0120685,major hicks,colonel hicks,nm0242656
68,tt0120685,mayor,mayor ebert,nm0503627
68,tt0120685,nick,dr. niko tatopoulos,nm0000111
69,tt0177789,alexander,alexander dane,nm0000614
69,tt0177789,brandon,brandon,nm0519043
69,tt0177789,computer,voice of the computer,nm0290990
69,tt0177789,fred,fred kwan,nm0001724
69,tt0177789,guy,guy fleegman,nm0005377
69,tt0177789,gwen,gwen demarco,nm0000244
69,tt0177789,jason,jason nesmith,nm0000741
69,tt0177789,kyle,kyle,nm0397386
69,tt0177789,lathe,lathe,nm0701818
69,tt0177789,mathesar,mathesar,nm0170186
69,tt0177789,nervous tech,nervous tech,nm0045379
69,tt0177789,quellek,quellek,nm0106755
69,tt0177789,sarris,sarris,nm0755179
69,tt0177789,tommy,tommy webber,nm0593258
71,tt0113161,attendant,rental car attendant,nm0121620
71,tt0113161,bear,bear,nm0001254
71,tt0113161,bo catlett,bo catlett,nm0005148
71,tt0113161,bones,ray 'bones' barboni,nm0001199
71,tt0113161,chili,chili palmer,nm0000237
71,tt0113161,curtis,agent curtis,nm0182824
71,tt0113161,dick,dick allen,nm0805653
71,tt0113161,director,herself (director),nm0001508
71,tt0113161,doris,doris saphron,nm0000541
71,tt0113161,escobar,mr. escobar,nm0762153
71,tt0113161,harry,harry zimm,nm0000432
71,tt0113161,karen,karen flores,nm0000623
71,tt0113161,leo,leo devoe,nm0001601
71,tt0113161,manager,manager at vesuvio's,nm0780005
71,tt0113161,martin,martin weir,nm0000362
71,tt0113161,ronnie,ronnie wingate,nm0340973
71,tt0113161,tommy,tommy carlo,nm0274684
72,tt0288477,dodge,dodge,nm0253035
72,tt0288477,epps,epps,nm0000523
72,tt0288477,greer,greer,nm0913460
72,tt0288477,murphy,murphy,nm0000321
73,tt0162346,dad,enid's dad,nm0000837
73,tt0162346,dana,dana,nm0006826
73,tt0162346,enid,enid,nm0000301
73,tt0162346,gerrold,"gerrold, the pushy guy - record collector",nm0189144
73,tt0162346,girl,black girl - art class,nm1020106
73,tt0162346,joe,joe,nm0569711
73,tt0162346,john ellis,john ellis,nm0372366
73,tt0162346,josh,josh,nm0000605
73,tt0162346,man,norman,nm0828863
73,tt0162346,manager,cineplex manager,nm0813565
73,tt0162346,margaret,margaret - art class,nm0670779
73,tt0162346,maxine,maxine,nm0000414
73,tt0162346,melorra,melora,nm1017563
73,tt0162346,rebecca,rebecca,nm0424060
73,tt0162346,roberta,roberta allsworth,nm0001152
73,tt0162346,seymour,seymour,nm0000114
73,tt0162346,todd,todd,nm0862328
74,tt0116409,abdullah,abdullah,nm0700875
74,tt0116409,beaumont,robert beaumont,nm0929489
74,tt0116409,hawthorne,dr. david hawthorne,nm0384060
74,tt0116409,helena,helena patterson,nm0607865
74,tt0116409,patterson,col. john henry patterson,nm0000174
74,tt0116409,redbeard,charles remington,nm0000140
74,tt0116409,samuel,samuel,nm0434712
74,tt0116409,starling,angus starling,nm0564947
75,tt0097428,dana,dana barrett,nm0000244
75,tt0097428,elaine,elaine,nm0916050
75,tt0097428,frank,frank the doorman,nm0602930
75,tt0097428,hardemeyer,hardemeyer,nm0298281
75,tt0097428,janine,janine melnitz,nm0001633
75,tt0097428,janosz,dr. janosz poha,nm0001493
75,tt0097428,judge,the judge,nm0950867
75,tt0097428,louis,louis tully,nm0001548
75,tt0097428,milton,milton angland,nm0242656
75,tt0097428,prosecutor,the prosecutor,nm0546755
75,tt0097428,spengler,dr. egon spengler,nm0000601
75,tt0097428,stantz,dr. raymond stantz,nm0000101
75,tt0097428,venkman,dr. peter venkman,nm0000195
75,tt0097428,vigo,vigo,nm0001884
75,tt0097428,winston,winston zeddemore,nm0001368
76,tt0087332,dana,dana barrett,nm0000244
76,tt0087332,dean yaeger,dean yager,nm0153366
76,tt0087332,head librarian,librarian,nm0238541
76,tt0087332,janine,janine melnitz,nm0001633
76,tt0087332,louis,louis tully,nm0001548
76,tt0087332,manager,hotel manager,nm0258117
76,tt0087332,peck,walter peck,nm0040472
76,tt0087332,spengler,dr. egon spengler,nm0000601
76,tt0087332,stantz,dr. raymond stantz,nm0000101
76,tt0087332,venkman,dr. peter venkman,nm0000195
76,tt0087332,winston,winston zeddmore,nm0001368
76,tt0087332,woman,real estate woman,nm0312564
77,tt0172495,commodus,commodus,nm0001618
77,tt0172495,falco,falco,nm0774516
77,tt0172495,gaius,gaius,nm0795344
77,tt0172495,gracchus,gracchus,nm0001394
77,tt0172495,juba,juba,nm0005023
77,tt0172495,lucilla,lucilla,nm0001567
77,tt0172495,marcus aurelius,marcus aurelius,nm0001321
77,tt0172495,narcissus,maximus,nm0000128
77,tt0172495,proximo,proximo,nm0001657
77,tt0172495,quintus,quintus,nm0032962
78,tt0061722,ben,ben braddock,nm0000163
78,tt0061722,elaine,elaine robinson,nm0001684
78,tt0061722,mr. braddock,mr. braddock,nm0200122
78,tt0061722,mr. mccleery,mr. mccleery,nm0001205
78,tt0061722,mr. robinson,mr. robinson,nm0358069
78,tt0061722,mrs. braddock,mrs. braddock,nm0933361
78,tt0061722,mrs. robinson's voice,mrs. robinson,nm0000843
78,tt0061722,mrs. singleman,mrs. singleman,nm0315933
78,tt0061722,room clerk,room clerk,nm0377750
79,tt0022958,baron,the baron,nm0000858
79,tt0022958,chauffeur,chauffeur,nm0908797
79,tt0022958,clerk,clerk        (unconfirmed),nm0262833
79,tt0022958,doctor,doctor otternschlag,nm0832011
79,tt0022958,flaemmchen,flaemmchen - the stenographer,nm0001076
79,tt0022958,gerstenkorn,gerstenkorn,nm0551222
79,tt0022958,grusinskaya,grusinskaya - the dancer,nm0001256
79,tt0022958,kringelein,otto kringelein,nm0000859
79,tt0022958,manager,hotel manager,nm0203383
79,tt0022958,meierheim,meierheim,nm0574743
79,tt0022958,pimenov,pimenov,nm0332036
79,tt0022958,preysing,general director preysing,nm0000891
79,tt0022958,rohna,rohna,nm0175815
79,tt0022958,schweimann,schweimann,nm0455706
79,tt0022958,senf,senf - the porter,nm0380965
79,tt0022958,suzette,suzette,nm0653188
79,tt0022958,waitz,dr. waitz,nm0561693
79,tt0022958,zinnowitz,zinnowitz,nm0695525
80,tt0099703,bobo,bobo justus,nm0385757
80,tt0099703,clerk,arizona motel clerk,nm0062844
80,tt0099703,cole,cole,nm0000687
80,tt0099703,doctor,doctor,nm0056310
80,tt0099703,hebbing,gloucester hebbing,nm0621008
80,tt0099703,irv,irv,nm0489644
80,tt0099703,jeweler,jeweler,nm0864997
80,tt0099703,lilly,lilly dillon,nm0001378
80,tt0099703,mintz,mintz,nm0428008
80,tt0099703,myra,myra langtry,nm0000906
80,tt0099703,pierson,lt. pierson,nm0075359
80,tt0099703,roy,roy dillon,nm0000131
80,tt0099703,simms,simms,nm0428216
81,tt0120694,jimmy,jimmy,nm0330687
81,tt0120694,john,john,nm0001326
81,tt0120694,keri,keri tate,nm0000130
81,tt0120694,molly,molly,nm0931329
81,tt0120694,will,will brennan,nm0035060
82,tt0113253,beth,beth,nm0639686
82,tt0113253,danny,danny strode,nm0306894
82,tt0113253,debra,debra strode,nm0200981
82,tt0113253,harry simms,barry simms,nm0315210
82,tt0113253,jamie,jamie lloyd,nm0105046
82,tt0113253,john,john strode,nm0257588
82,tt0113253,kara,kara strode,nm0353238
82,tt0113253,loomis,dr. loomis,nm0000587
82,tt0113253,tim,tim strode,nm0091569
82,tt0113253,tommy,tommy doyle,nm0748620
82,tt0113253,wynn,dr. wynn,nm0752751
83,tt0067180,harold,harold ryan,nm0001768
83,tt0067180,looseleaf,looseleaf harper,nm0382676
83,tt0067180,mildred,mildred ryan,nm1154172
83,tt0067180,paul,paul ryan,nm0666999
83,tt0067180,penelope,penelope ryan,nm0948772
83,tt0067180,shuttle,herb shuttle,nm0614916
83,tt0067180,von konigswald,major von koningswald,nm0877027
83,tt0067180,wanda june,wanda june,nm0272244
83,tt0067180,woodly,dr. norbert woodley,nm0342732
84,tt0079271,beatrice,beatrice,nm0569353
84,tt0079271,burrows,detective burrows,nm0088745
84,tt0079271,felice,felice,nm0009996
84,tt0079271,hope,hope,nm0809102
84,tt0079271,jake,jake vandorn,nm0001715
84,tt0079271,jism jim,jism jim,nm0908308
84,tt0079271,kristen,kristen vandorn,nm0204715
84,tt0079271,manager,manager,nm0114487
84,tt0079271,marsha,marsha dejong,nm0472525
84,tt0079271,mary,mary,nm0000935
84,tt0079271,mast,andy mast,nm0001967
84,tt0079271,niki,niki,nm0399530
84,tt0079271,ramada,ramada,nm0301334
84,tt0079271,rucker,jim rucker,nm0518775
84,tt0079271,teller,male teller,nm0910145
84,tt0079271,tod,tod,nm0334048
84,tt0079271,wes,wes dejong,nm0765102
85,tt0067185,candy,candy gulf,nm0257568
85,tt0067185,edith,edith phern,nm0838795
85,tt0067185,glaucus,glaucus,nm0159258
85,tt0067185,harold,harold,nm0001069
85,tt0067185,maude,maude,nm0002106
85,tt0067185,mrs. chasen,mrs. chasen,nm0681954
85,tt0067185,officer,motorcycle officer,nm0000643
85,tt0067185,priest,priest,nm0160452
85,tt0067185,psychiatrist,psychiatrist,nm0939707
85,tt0067185,sunshine,sunshine dor�,nm0311619
85,tt0067185,uncle victor,uncle victor,nm0879006
86,tt0095294,female cenobite,female cenobite,nm0928411
86,tt0095294,frank,uncle frank cotton,nm0152521
86,tt0095294,julia,julia cotton,nm0383354
86,tt0095294,kirsty,kirsty cotton,nm0491090
86,tt0095294,kyle,kyle macrae,nm0394054
86,tt0095294,pinhead,pinhead,nm0103208
86,tt0095294,ronson,homicide detective ronson,nm0532815
86,tt0095294,tiffany,tiffany,nm0095567
87,tt0167190,abe,abe sapien,nm0001383
87,tt0167190,broom,"trevor ""broom"" bruttenholm",nm0000457
87,tt0167190,clay,agent clay,nm0424819
87,tt0167190,hellboy,hellboy,nm0000579
87,tt0167190,liz,liz sherman,nm0004757
87,tt0167190,lobby guard,lobby guard,nm0956722
87,tt0167190,manning,tom manning,nm0001787
87,tt0167190,matlin,cpl. matlin,nm1377114
87,tt0167190,myers,john myers,nm1140344
87,tt0167190,whitman,sgt. whitman,nm0532815
88,tt0093177,cenobite,pinhead the lead cenobite,nm0103208
88,tt0093177,doctor,doctor,nm0628355
88,tt0093177,frank,frank,nm0152521
88,tt0093177,julia,julia,nm0383354
88,tt0093177,kirsty,kirsty cotton,nm0491090
88,tt0093177,larry,larry,nm0732367
88,tt0093177,nurse,nurse,nm0100999
88,tt0093177,steve,steve,nm0385707
89,tt0146882,alison's mom,alison's mom,nm0268047
89,tt0146882,barry,barry judd,nm0085312
89,tt0146882,caroline,caroline fortis,nm0906031
89,tt0146882,charlie,charlie nicholson,nm0001876
89,tt0146882,customer,barry's customer,nm0847822
89,tt0146882,dick,dick,nm0521974
89,tt0146882,ian,ian raymond,nm0000209
89,tt0146882,laura,laura,nm0005013
89,tt0146882,liz,liz,nm0000349
89,tt0146882,marie,marie de salle,nm0000956
89,tt0146882,mom,laura's mom,nm0926683
89,tt0146882,rob,rob gordon,nm0000131
89,tt0146882,vince,vince,nm0716854
90,tt0091203,father,father rainey,nm0571365
90,tt0091203,man,aman fasil,nm0224701
90,tt0091203,moran,lieutenant frank moran,nm0635978
91,tt0032599,bensinger,bensinger,nm0874139
91,tt0032599,bruce,bruce baldwin,nm0000897
91,tt0032599,burns,walter burns,nm0000026
91,tt0032599,cooley,warden cooley,nm0922283
91,tt0032599,duffy,duffy,nm0650995
91,tt0032599,egelhoffer,dr. egelhoffer,nm0561693
91,tt0032599,endicott,endicott,nm0249893
91,tt0032599,gus,gus,nm0045784
91,tt0032599,hildy,hildy johnson,nm0751426
91,tt0032599,louie,louie,nm0080867
91,tt0032599,mayor,mayor,nm0463882
91,tt0032599,mccue,mccue,nm0439850
91,tt0032599,mollie,mollie malloy,nm0532997
91,tt0032599,mrs. baldwin,mrs. baldwin,nm0472557
91,tt0032599,murphy,murphy,nm0356004
91,tt0032599,williams,earl williams,nm0702798
91,tt0032599,wilson,wilson,nm0421028
92,tt0093209,bill,bill rohan,nm0723579
92,tt0093209,bruce,cpl. bruce carrey,nm0000852
92,tt0093209,clive,clive rohan,nm0371342
92,tt0093209,dawn,dawn rohan,nm0205423
92,tt0093209,grace,grace rohan,nm0587234
92,tt0093209,grandfather george,grandfather george,nm0000846
92,tt0093209,grandma,grandma,nm0502450
